siret,montant_ht,montant_ttc,tva_rate,ocr_confidence
86330615506807,44194.28,48613.71,10.0,0.94
28338917537939,19939.58,23927.5,20.0,0.96
89012345678901,4248.27,5097.92,20.0,0.97
90123456789012,29829.99,35795.99,20.0,0.91
20479538850189,55028.01,58054.55,5.5,0.95
33236175224667,34561.47,34561.47,0.0,0.93
59638313421483,53886.19,64663.43,20.0,0.92
89012345678901,2550.46,3060.55,20.0,0.95
44147503530884,12160.17,14592.2,20.0,0.95
56789012345678,14017.44,16820.93,20.0,0.99
11223344556677,71770.48,71770.48,0.0,0.92
44306184100047,1114.88,1337.86,20.0,0.94
89012345678901,2241.3,2689.56,20.0,0.91
88340963126351,39598.72,43558.59,10.0,0.93
47090754169142,59656.0,62937.08,5.5,0.91
11223344556677,71741.07,71741.07,0.0,0.88
90123456789012,49871.93,59846.32,20.0,0.94
45678901234567,946.82,998.9,5.5,0.99
32345678901234,78646.51,94375.81,20.0,0.87
44306184100047,2501.19,3001.43,20.0,0.91
45678901234567,1959.12,2155.03,10.0,0.99
60691690668672,55895.64,55895.64,0.0,0.89
56789012345678,19307.55,23169.06,20.0,0.96
93287694331619,56780.52,68136.62,20.0,0.96
59436842801130,3481.31,3672.78,5.5,0.98
56789012345678,9597.55,11517.06,20.0,0.93
27783988816756,8645.94,10375.13,20.0,0.87
10000000410009,45284.12,54340.94,20.0,0.89
11223344556677,80679.96,80679.96,0.0,0.92
24753909649016,27312.7,27312.7,0.0,0.84
53374107492409,1362.35,1634.82,20.0,0.98
44306184100047,5173.67,6208.4,20.0,0.92
90123456789012,31856.42,38227.7,20.0,0.94
45653314927635,17744.66,21293.59,20.0,0.98
71727224319381,39411.15,47293.38,20.0,0.92
96625220695117,27675.2,30442.72,10.0,0.92
56789012345678,18240.91,21889.09,20.0,0.94
44306184100047,5915.69,7098.83,20.0,0.94
32345678901234,107052.44,128462.93,20.0,0.92
23309009976813,47681.19,50303.66,5.5,0.8
32345678901234,99851.38,119821.66,20.0,0.91
53264178702398,7608.12,8026.57,5.5,0.99
45678901234567,1301.08,1431.19,10.0,0.95
67890123456789,12366.48,14839.78,20.0,0.95
89012345678901,3525.16,4230.19,20.0,0.97
10000000410009,29349.25,35219.1,20.0,0.97
89012345678901,2917.63,3501.16,20.0,0.94
67890123456789,32843.29,39411.95,20.0,0.85
65179005854765,11082.85,13299.42,20.0,0.99
84124699306130,49790.63,59748.76,20.0,0.91
45678901234567,573.55,630.9,10.0,0.9
11223344556677,80104.46,80104.46,0.0,0.9
10000000410009,40346.35,48415.62,20.0,0.99
32703286491728,17351.85,18306.2,5.5,0.98
46556068588288,37656.67,41422.34,10.0,0.81
67890123456789,27586.79,33104.15,20.0,0.93
22612852298014,46686.08,56023.3,20.0,0.89
82793055977455,19758.8,20845.53,5.5,0.9
45678901234567,1293.27,1422.6,10.0,0.98
27001318289461,14021.25,14021.25,0.0,0.91
90123456789012,40375.15,48450.18,20.0,0.89
11223344556677,96680.49,96680.49,0.0,0.96
56789012345678,13742.96,16491.55,20.0,0.99
89012345678901,1011.47,1213.76,20.0,0.9
51940606908675,23457.39,25803.13,10.0,0.98
89012345678901,2798.09,3357.71,20.0,0.89
89012345678901,3139.95,3767.94,20.0,0.95
82759709319629,54230.17,65076.2,20.0,0.95
11223344556677,66794.28,66794.28,0.0,0.88
44306184100047,1547.23,1856.68,20.0,0.94
99904014059922,54873.19,65847.83,20.0,0.91
38006048097837,56907.71,68289.25,20.0,0.94
30457086946568,51244.37,61493.24,20.0,0.88
32345678901234,47727.48,57272.98,20.0,0.95
20989398461438,41076.03,49291.24,20.0,0.89
26279038851879,17529.49,17529.49,0.0,0.99
32345678901234,109926.68,131912.02,20.0,0.9
78901234567890,696.88,836.26,20.0,0.97
96708241422436,18047.93,19852.72,10.0,0.89
67890123456789,13713.41,16456.09,20.0,0.93
69375663667551,1406.83,1484.21,5.5,0.98
11223344556677,53048.81,53048.81,0.0,0.89
67890123456789,20059.28,24071.14,20.0,0.93
64230540546127,11448.68,13738.42,20.0,0.97
67890123456789,24281.86,29138.23,20.0,0.88
56789012345678,16313.71,19576.45,20.0,0.99
67890123456789,37060.48,44472.58,20.0,0.86
44306184100047,7090.41,8508.49,20.0,0.95
49041002946724,56932.62,62625.88,10.0,0.88
56789012345678,11545.22,13854.26,20.0,0.97
24017526377046,54241.94,65090.33,20.0,0.99
11223344556677,87729.19,87729.19,0.0,0.98
93685512207149,52933.07,63519.68,20.0,0.87
82638150771070,45933.08,45933.08,0.0,0.93
67890123456789,13764.28,16517.14,20.0,0.94
89012345678901,3264.9,3917.88,20.0,0.9
89959568778710,29047.76,31952.54,10.0,0.93
12913637053555,6691.13,6691.13,0.0,0.93
84680328724822,16840.11,20208.13,20.0,0.93
49038499926471,7796.68,9356.02,20.0,0.89
53146706783407,35370.74,42444.89,20.0,0.91
90626158422328,9249.67,10174.64,10.0,0.96
10000000410009,28512.76,34215.31,20.0,0.91
89012345678901,2808.63,3370.36,20.0,0.89
43563421132165,29405.03,29405.03,0.0,0.95
89012345678901,3854.57,4625.48,20.0,0.88
44306184100047,2171.93,2606.32,20.0,0.92
11684985421463,23412.28,28094.74,20.0,0.95
67890123456789,21966.74,26360.09,20.0,0.92
73790257739545,41743.08,41743.08,0.0,0.91
67229287250059,57001.04,60136.1,5.5,0.91
91664994203403,28943.82,34732.58,20.0,0.99
44306184100047,6530.82,7836.98,20.0,0.92
19502538392982,20172.8,24207.36,20.0,0.99
90123456789012,54700.89,65641.07,20.0,0.96
98037692890391,41222.75,49467.3,20.0,0.92
11506993870990,57733.76,69280.51,20.0,0.88
16068456672496,3336.25,3669.88,10.0,0.93
89012345678901,3161.58,3793.9,20.0,0.88
94267664259074,45182.45,54218.94,20.0,0.91
11223344556677,30952.94,30952.94,0.0,0.87
59720747676567,57153.77,68584.52,20.0,0.91
78901234567890,759.75,911.7,20.0,0.99
11223344556677,77310.59,77310.59,0.0,0.9
45678901234567,2636.1,2899.71,10.0,0.96
89012345678901,3719.81,4463.77,20.0,0.92
34785665072306,11412.71,13695.25,20.0,0.94
78901234567890,696.41,835.69,20.0,0.99
44306184100047,4654.41,5585.29,20.0,0.94
67890123456789,4994.24,5993.09,20.0,0.87
45678901234567,1739.99,1913.99,10.0,0.91
90123456789012,17420.44,20904.53,20.0,0.94
86162162091810,46552.19,49112.56,5.5,0.9
32345678901234,84923.94,101908.73,20.0,0.96
10000000410009,23358.19,28029.83,20.0,0.86
45678901234567,1366.44,1441.59,5.5,0.91
56789012345678,4863.39,5836.07,20.0,0.99
39179355273732,47993.9,57592.68,20.0,0.9
59404763987384,42723.98,45073.8,5.5,0.95
67890123456789,31609.12,37930.94,20.0,0.91
90123456789012,76153.39,91384.07,20.0,0.95
32345678901234,84634.06,101560.87,20.0,0.86
15959736106182,36481.68,38488.17,5.5,0.89
90123456789012,76804.37,92165.24,20.0,0.9
78901234567890,1338.17,1411.77,5.5,0.97
90123456789012,41113.75,49336.5,20.0,0.9
34387378772185,12049.1,14458.92,20.0,0.87
30482182084301,43652.06,48017.27,10.0,0.92
54088612029572,32901.99,39482.39,20.0,0.98
89012345678901,3642.34,4370.81,20.0,0.94
56789012345678,4885.27,5862.32,20.0,0.97
67890123456789,12716.98,15260.38,20.0,0.88
56789012345678,19597.15,23516.58,20.0,0.96
44306184100047,512.68,615.22,20.0,0.99
52868607906196,34137.91,40965.49,20.0,0.97
67890123456789,17698.52,21238.22,20.0,0.87
32345678901234,92737.91,111285.49,20.0,0.89
78901234567890,565.07,596.15,5.5,0.94
53645121365200,54233.68,65080.42,20.0,0.97
28812129656015,23733.31,28479.97,20.0,0.93
97026568324925,41202.48,49442.98,20.0,0.9
93915232611124,10882.03,13058.44,20.0,0.91
89012345678901,3582.43,4298.92,20.0,0.97
55496036420464,58466.51,70159.81,20.0,0.91
32345678901234,65478.6,78574.32,20.0,0.91
89012345678901,1025.44,1230.53,20.0,0.93
10000000410009,42865.02,51438.02,20.0,0.91
10000000410009,18566.55,22279.86,20.0,0.94
78901234567890,1558.38,1644.09,5.5,0.93
44306184100047,2946.37,3535.64,20.0,0.94
67890123456789,21938.67,26326.4,20.0,0.87
44306184100047,926.6,1111.92,20.0,0.95
27314363061594,2444.68,2933.62,20.0,0.93
60378254025343,23266.39,27919.67,20.0,0.94
56789012345678,5344.12,6412.94,20.0,0.93
22066530934344,718.18,757.68,5.5,0.97
44306184100047,2295.89,2755.07,20.0,0.99
78901234567890,339.23,407.08,20.0,0.99
11223344556677,40779.36,40779.36,0.0,0.95
36678733902706,37517.93,45021.52,20.0,0.9
10000000410009,42573.98,51088.78,20.0,0.89
90123456789012,13503.05,16203.66,20.0,0.98
11223344556677,40972.62,40972.62,0.0,0.96
44306184100047,2542.61,3051.13,20.0,0.94
11223344556677,44113.92,44113.92,0.0,0.92
10000000410009,47062.55,56475.06,20.0,0.93
54681223590922,4162.06,4994.47,20.0,0.95
32345678901234,118443.98,142132.78,20.0,0.96
41773300890602,16491.44,16491.44,0.0,0.89
90123456789012,55568.26,66681.91,20.0,0.96
23516504022496,21399.47,25679.36,20.0,0.94
89012345678901,2116.34,2539.61,20.0,0.95
56789012345678,18186.39,21823.67,20.0,0.95
11223344556677,36222.07,36222.07,0.0,0.95
39606486992964,51579.06,54415.91,5.5,0.98
44306184100047,3133.6,3760.32,20.0,0.92
89012345678901,4075.29,4890.35,20.0,0.95
94918757747104,29367.94,30983.18,5.5,0.93
78901234567890,1910.45,2292.54,20.0,0.99
90123456789012,50489.44,60587.33,20.0,0.93
34424073297081,24848.47,29818.16,20.0,0.91
81977142999143,16805.55,20166.66,20.0,0.95
90123456789012,44404.63,53285.56,20.0,0.89
11223344556677,13939.95,13939.95,0.0,0.95
79314320004652,48498.02,58197.62,20.0,0.93
90123456789012,32436.4,38923.68,20.0,0.97
43731262669494,15253.68,18304.42,20.0,0.89
45678901234567,705.28,775.81,10.0,0.99
90123456789012,47416.4,56899.68,20.0,0.97
89012345678901,3759.46,4511.35,20.0,0.91
19371654434909,23379.84,25717.82,10.0,0.92
56789012345678,14526.78,17432.14,20.0,0.99
49363225920942,10686.44,10686.44,0.0,0.82
32345678901234,54517.29,65420.75,20.0,0.9
56789012345678,14336.17,17203.4,20.0,0.95
77064234078922,356.33,356.33,0.0,0.99
78901234567890,807.42,968.9,20.0,0.93
78901234567890,1766.26,1863.4,5.5,0.91
89012345678901,1956.59,2347.91,20.0,0.88
11223344556677,13397.98,13397.98,0.0,0.93
89012345678901,4231.83,5078.2,20.0,0.92
28543702693078,12484.76,13171.42,5.5,0.91
41390364482769,41623.91,49948.69,20.0,0.93
89012345678901,3868.77,4642.52,20.0,0.97
78901234567890,656.35,692.45,5.5,0.99
45678901234567,1282.61,1353.15,5.5,0.89
32345678901234,38084.6,45701.52,20.0,0.9
90123456789012,68134.47,81761.36,20.0,0.98
56789012345678,24685.3,29622.36,20.0,0.99
89012345678901,4791.49,5749.79,20.0,0.96
90123456789012,71809.83,86171.8,20.0,0.97
39526623883059,45215.09,47701.92,5.5,0.86
67890123456789,20088.89,24106.67,20.0,0.88
44306184100047,7241.93,8690.32,20.0,0.92
90123456789012,33249.47,39899.36,20.0,0.91
71499018841783,48526.0,51194.93,5.5,0.97
89012345678901,1360.16,1632.19,20.0,0.92
90123456789012,46856.32,56227.58,20.0,0.96
84886388647677,42781.57,51337.88,20.0,0.93
11223344556677,58732.66,58732.66,0.0,0.89
44306184100047,7510.3,9012.36,20.0,0.93
56789012345678,8754.17,10505.0,20.0,0.94
11223344556677,46429.54,46429.54,0.0,0.94
56789012345678,7098.86,8518.63,20.0,0.96
32345678901234,87889.77,105467.72,20.0,0.92
78901234567890,487.8,585.36,20.0,0.93
94112308230490,44990.57,53988.68,20.0,0.94
46300498135826,37716.96,45260.35,20.0,0.99
78901234567890,387.11,464.53,20.0,0.99
69250600241970,28935.82,34722.98,20.0,0.9
56789012345678,8054.86,9665.83,20.0,0.92
63641830422188,20685.1,24822.12,20.0,0.95
45678901234567,2373.25,2503.78,5.5,0.94
87864818675252,3904.28,4685.14,20.0,0.92
78901234567890,624.31,749.17,20.0,0.99
45678901234567,2856.71,3142.38,10.0,0.92
10000000410009,24432.89,29319.47,20.0,0.92
78901234567890,1652.24,1743.11,5.5,0.95
56789012345678,16309.33,19571.2,20.0,0.97
67890123456789,22761.74,27314.09,20.0,0.95
32345678901234,104803.32,125763.98,20.0,0.92
67890123456789,33822.92,40587.5,20.0,0.9
67890123456789,25758.78,30910.54,20.0,0.93
90123456789012,62690.02,75228.02,20.0,0.9
19771857399500,8696.99,10436.39,20.0,0.87
78760408150825,3929.51,4715.41,20.0,0.86
78901234567890,1166.79,1400.15,20.0,0.96
11223344556677,39258.13,39258.13,0.0,0.92
11223344556677,67681.35,67681.35,0.0,0.96
10000000410009,29892.63,35871.16,20.0,0.93
70695435584673,2646.76,2646.76,0.0,0.96
44107395260311,28715.76,31587.34,10.0,0.98
32345678901234,86105.76,103326.91,20.0,0.93
11223344556677,77992.54,77992.54,0.0,0.89
40105769224542,22566.28,27079.54,20.0,0.96
56789012345678,16771.85,20126.22,20.0,0.95
10000000410009,35297.32,42356.78,20.0,0.86
45678901234567,303.55,320.25,5.5,0.97
16145864929576,14457.75,15252.93,5.5,0.92
89012345678901,819.61,983.53,20.0,0.94
89012345678901,3396.6,4075.92,20.0,0.92
78901234567890,128.64,135.72,5.5,0.93
59864176142531,59804.69,71765.63,20.0,0.96
21876437827624,24928.34,26299.4,5.5,0.87
64675633502996,46791.6,51470.76,10.0,0.87
32345678901234,117994.22,141593.06,20.0,0.87
78901234567890,252.7,303.24,20.0,0.9
11223344556677,16175.55,16175.55,0.0,0.91
56115701947219,14905.58,17886.7,20.0,0.95
89012345678901,1759.36,2111.23,20.0,0.93
13975749974652,41878.54,50254.25,20.0,0.96
23935828546430,39790.76,39790.76,0.0,0.9
44306184100047,6109.82,7331.78,20.0,0.97
57894949820609,55262.35,58301.78,5.5,0.95
80257624231840,52313.61,57544.97,10.0,0.94
11223344556677,27645.69,27645.69,0.0,0.9
32345678901234,94458.9,113350.68,20.0,0.92
78901234567890,89.45,94.37,5.5,0.94
56136990639839,31035.46,32742.41,5.5,0.98
82131283660348,44004.14,44004.14,0.0,0.92
67890123456789,3019.7,3623.64,20.0,0.89
10000000410009,46461.8,55754.16,20.0,0.96
67890123456789,30727.91,36873.49,20.0,0.84
38278861986205,3633.03,3832.85,5.5,0.95
72482501709724,13629.82,16355.78,20.0,0.91
32345678901234,29167.34,35000.81,20.0,0.88
89012345678901,4811.37,5773.64,20.0,0.99
85244065284749,44512.64,46960.84,5.5,0.91
65783486950256,26339.7,31607.64,20.0,0.92
10000000410009,30370.37,36444.44,20.0,0.9
11399172148278,43085.78,51702.94,20.0,0.92
44306184100047,1365.06,1638.07,20.0,0.97
44306184100047,4868.82,5842.58,20.0,0.92
32345678901234,103283.89,123940.67,20.0,0.88
45678901234567,355.16,374.69,5.5,0.98
80203750018728,38224.02,45868.82,20.0,0.89
44306184100047,4658.09,5589.71,20.0,0.88
46683889095375,10491.39,12589.67,20.0,0.96
16898094157563,6622.37,6986.6,5.5,0.9
44306184100047,7268.32,8721.98,20.0,0.88
83943272199312,34551.05,41461.26,20.0,0.92
42892897249547,30997.94,37197.53,20.0,0.99
56789012345678,20791.23,24949.48,20.0,0.98
70677541188272,47080.41,56496.49,20.0,0.9
84298036448019,19111.21,21022.33,10.0,0.99
44306184100047,6560.17,7872.2,20.0,0.99
67890123456789,9185.25,11022.3,20.0,0.93
44306184100047,3915.62,4698.74,20.0,0.91
67890123456789,23166.84,27800.21,20.0,0.94
45678901234567,1862.43,2048.67,10.0,0.94
90123456789012,54456.67,65348.0,20.0,0.94
86341379391903,34556.24,36456.83,5.5,0.87
32345678901234,105279.27,126335.12,20.0,0.85
90123456789012,35663.38,42796.06,20.0,0.96
45678901234567,735.09,808.6,10.0,0.99
99805193242324,55278.99,66334.79,20.0,0.91
28064090208259,18403.76,22084.51,20.0,0.93
89012345678901,2052.45,2462.94,20.0,0.98
89012345678901,1949.1,2338.92,20.0,0.96
41601172014199,2913.18,3495.82,20.0,0.92
45678901234567,898.91,948.35,5.5,0.97
49719261617430,51954.21,54811.69,5.5,0.9
56789012345678,5482.58,6579.1,20.0,0.94
63528396261664,24497.1,26946.81,10.0,0.9
48900412619953,3278.83,3278.83,0.0,0.93
56789012345678,13138.24,15765.89,20.0,0.98
10000000410009,37245.48,44694.58,20.0,0.97
11223344556677,41781.49,41781.49,0.0,0.92
11223344556677,51147.64,51147.64,0.0,0.91
89012345678901,2403.01,2883.61,20.0,0.93
45678901234567,2670.88,2937.97,10.0,0.92
45678901234567,507.71,535.63,5.5,0.96
26513709458353,10921.78,13106.14,20.0,0.93
67890123456789,9025.59,10830.71,20.0,0.85
80109233399554,50823.55,53618.85,5.5,0.98
44306184100047,5759.94,6911.93,20.0,0.92
78901234567890,1290.09,1548.11,20.0,0.97
44306184100047,5420.44,6504.53,20.0,0.94
67890123456789,33310.79,39972.95,20.0,0.95
55345459916097,1096.16,1205.78,10.0,0.92
10000000410009,26044.18,31253.02,20.0,0.94
90123456789012,77010.07,92412.08,20.0,0.92
46843081011953,42105.54,44421.34,5.5,0.98
56789012345678,15722.85,18867.42,20.0,0.92
44306184100047,6663.52,7996.22,20.0,0.93
95292496968434,12624.27,13318.6,5.5,0.99
52941560960749,27058.69,27058.69,0.0,0.94
61896069721581,4684.36,4684.36,0.0,0.93
67890123456789,16956.24,20347.49,20.0,0.85
49969223827274,12121.69,14546.03,20.0,0.92
29684530190623,21288.89,25546.67,20.0,0.99
67890123456789,18733.13,22479.76,20.0,0.84
21422629297061,47259.58,56711.5,20.0,0.87
63851069167385,36314.58,39946.04,10.0,0.93
67890123456789,8792.2,10550.64,20.0,0.95
11223344556677,86320.95,86320.95,0.0,0.89
41790508701359,37511.88,37511.88,0.0,0.98
90123456789012,17069.66,20483.59,20.0,0.96
51585710453986,34155.29,40986.35,20.0,0.94
90123456789012,51542.13,61850.56,20.0,0.94
36487660610669,33369.75,36706.73,10.0,0.94
99210814815509,46667.38,56000.86,20.0,0.98
90123456789012,63826.81,76592.17,20.0,0.95
11223344556677,24192.86,24192.86,0.0,0.93
11223344556677,35390.31,35390.31,0.0,0.91
45678901234567,1692.76,1862.04,10.0,0.94
18652899520205,5522.93,5826.69,5.5,0.89
44306184100047,6453.02,7743.62,20.0,0.93
32345678901234,64311.3,77173.56,20.0,0.88
80907571193817,42494.47,50993.36,20.0,0.93
56789012345678,15159.43,18191.32,20.0,0.98
44306184100047,7110.62,8532.74,20.0,0.97
32345678901234,31612.05,37934.46,20.0,0.92
78901234567890,381.71,402.7,5.5,0.97
87471947105231,3989.06,4786.87,20.0,0.87
44306184100047,2144.91,2573.89,20.0,0.93
67890123456789,18163.88,21796.66,20.0,0.89
56789012345678,23560.82,28272.98,20.0,0.99
90123456789012,34212.64,41055.17,20.0,0.9
11223344556677,37869.52,37869.52,0.0,0.91
31630052881811,58636.88,64500.57,10.0,0.86
45678901234567,1752.71,1849.11,5.5,0.94
44306184100047,2639.37,3167.24,20.0,0.95
14046486012615,17482.56,19230.82,10.0,0.95
42484973434297,37739.42,39815.09,5.5,0.95
44306184100047,1336.64,1603.97,20.0,0.94
44306184100047,1020.66,1224.79,20.0,0.95
10000000410009,45829.63,54995.56,20.0,0.98
90123456789012,45517.8,54621.36,20.0,0.98
53003911079505,18891.94,18891.94,0.0,0.95
90123456789012,77437.49,92924.99,20.0,0.96
89012345678901,2728.2,3273.84,20.0,0.96
71043861927919,52715.43,52715.43,0.0,0.99
90123456789012,9193.4,11032.08,20.0,0.97
90123456789012,40407.8,48489.36,20.0,0.91
32345678901234,69738.53,83686.24,20.0,0.92
94357240012426,38321.16,45985.39,20.0,0.87
56789012345678,8916.22,10699.46,20.0,0.94
10000000410009,31574.64,37889.57,20.0,0.9
78901234567890,118.96,125.5,5.5,0.99
78901234567890,1182.5,1419.0,20.0,0.98
87237507811626,29033.28,34839.94,20.0,0.98
11223344556677,12571.42,12571.42,0.0,0.94
67890123456789,22139.69,26567.63,20.0,0.9
67890123456789,5171.92,6206.3,20.0,0.93
15892641953409,5900.83,7081.0,20.0,0.94
67890123456789,34814.86,41777.83,20.0,0.85
65649462807306,20405.97,20405.97,0.0,0.99
27171857119178,41707.7,45878.47,10.0,0.91
78901234567890,1129.52,1191.64,5.5,0.98
67890123456789,14453.73,17344.48,20.0,0.88
32345678901234,103369.31,124043.17,20.0,0.88
45678901234567,548.53,603.38,10.0,0.93
52149821527273,16982.53,18680.78,10.0,0.94
74508360600383,56411.38,67693.66,20.0,0.96
45678901234567,1913.26,2104.59,10.0,0.93
89012345678901,3620.86,4345.03,20.0,0.93
56789012345678,17771.91,21326.29,20.0,0.92
80462042235228,6878.98,8254.78,20.0,0.89
10000000410009,47993.67,57592.4,20.0,0.88
21827273161033,17773.38,21328.06,20.0,0.9
98266250948228,49606.37,54567.01,10.0,0.93
90123456789012,36911.7,44294.04,20.0,0.92
44306184100047,1200.4,1440.48,20.0,0.93
41309106859046,36522.99,43827.59,20.0,0.9
56789012345678,24104.55,28925.46,20.0,0.88
56789012345678,8151.55,9781.86,20.0,0.99
10000000410009,41120.24,49344.29,20.0,0.96
22859991016235,1060.7,1060.7,0.0,0.97
57667445879814,41379.9,49655.88,20.0,0.94
78901234567890,393.4,415.04,5.5,0.99
67890123456789,26232.99,31479.59,20.0,0.88
89012345678901,3997.01,4796.41,20.0,0.93
44306184100047,1993.47,2392.16,20.0,0.92
67890123456789,34755.37,41706.44,20.0,0.88
90123456789012,67660.18,81192.22,20.0,0.97
22357313303408,33793.52,33793.52,0.0,0.95
10000000410009,49909.91,59891.89,20.0,0.91
78901234567890,1307.14,1379.03,5.5,0.99
66416071530646,36472.38,38478.36,5.5,0.94
11223344556677,59369.07,59369.07,0.0,0.97
32345678901234,98861.05,118633.26,20.0,0.87
36439156397381,25784.7,30941.64,20.0,0.94
36952456611994,5488.99,6586.79,20.0,0.91
40127202003763,17312.6,17312.6,0.0,0.91
84206277365858,37810.62,45372.74,20.0,0.97
58065272801511,11442.4,13730.88,20.0,0.91
10294157128907,7427.44,8170.18,10.0,0.94
78901234567890,1810.42,2172.5,20.0,0.97
89012345678901,4346.13,5215.36,20.0,0.88
51540435817170,36257.8,43509.36,20.0,0.99
44306184100047,3276.36,3931.63,20.0,0.92
45678901234567,312.71,329.91,5.5,0.93
78901234567890,234.71,281.65,20.0,0.98
15500032610225,44263.71,48690.08,10.0,0.9
93769451726677,38571.05,38571.05,0.0,0.86
10219874646393,7180.61,8616.73,20.0,0.96
44306184100047,2489.0,2986.8,20.0,0.95
78901234567890,1492.17,1790.6,20.0,0.93
50364219892198,29137.14,30739.68,5.5,0.85
55882188628594,24664.75,26021.31,5.5,0.93
34792463421666,18551.34,22261.61,20.0,0.95
45927217163541,46299.1,55558.92,20.0,0.89
10000000410009,29292.18,35150.62,20.0,0.89
78901234567890,557.33,668.8,20.0,0.99
90123456789012,16952.79,20343.35,20.0,0.93
44306184100047,6947.27,8336.72,20.0,0.99
70105962188096,38668.0,42534.8,10.0,0.96
67264777940054,16514.73,19817.68,20.0,0.88
67890123456789,17470.24,20964.29,20.0,0.82
84649582128943,26032.49,28635.74,10.0,0.94
84007641647634,19800.6,23760.72,20.0,0.96
67890123456789,16427.71,19713.25,20.0,0.87
46091299892641,41242.61,43510.95,5.5,0.96
73936434800504,5969.47,7163.36,20.0,0.89
83879527065947,25068.86,27575.75,10.0,0.93
78901234567890,1164.95,1229.02,5.5,0.98
90123456789012,22236.03,26683.24,20.0,0.94
90652962521313,18651.14,22381.37,20.0,0.93
90123456789012,26737.74,32085.29,20.0,0.97
78901234567890,1784.72,1882.88,5.5,0.93
10926720940941,14794.43,17753.32,20.0,0.9
32345678901234,37714.61,45257.53,20.0,0.87
51064140934333,48552.86,58263.43,20.0,0.93
90123456789012,30826.72,36992.06,20.0,0.97
11223344556677,10821.93,10821.93,0.0,0.93
39926019880202,27380.4,27380.4,0.0,0.93
31702854698443,18476.97,22172.36,20.0,0.92
67940551405355,34764.41,41717.29,20.0,0.89
10000000410009,23753.44,28504.13,20.0,0.9
46406687584496,14556.25,16011.88,10.0,0.91
90123456789012,43542.1,52250.52,20.0,0.93
67890123456789,10537.51,12645.01,20.0,0.92
48564656871503,52000.03,62400.04,20.0,0.9
45678901234567,376.68,414.35,10.0,0.91
76599849928708,45439.01,54526.81,20.0,0.89
78901234567890,1503.42,1804.1,20.0,0.95
11223344556677,28248.99,28248.99,0.0,0.93
56789012345678,23426.01,28111.21,20.0,0.94
56951816402861,31228.54,32946.11,5.5,0.99
44306184100047,1310.72,1572.86,20.0,0.99
70768823283921,36668.09,44001.71,20.0,0.95
78901234567890,688.24,726.09,5.5,0.99
78901234567890,1154.86,1385.83,20.0,0.98
44306184100047,4457.55,5349.06,20.0,0.99
90123456789012,24022.45,28826.94,20.0,0.98
81868150040609,25552.32,25552.32,0.0,0.94
32345678901234,66271.17,79525.4,20.0,0.86
16171738169699,39404.75,47285.7,20.0,0.93
10000000410009,24788.05,29745.66,20.0,0.89
89012345678901,4431.45,5317.74,20.0,0.91
10000000410009,26543.13,31851.76,20.0,0.87
40156786845826,30903.64,37084.37,20.0,0.99
44306184100047,5295.7,6354.84,20.0,0.94
44306184100047,5478.9,6574.68,20.0,0.92
80612320921295,16228.1,19473.72,20.0,0.92
32345678901234,77946.81,93536.17,20.0,0.92
55771893570417,3903.55,4684.26,20.0,0.96
44306184100047,5214.8,6257.76,20.0,0.95
90123456789012,6895.41,8274.49,20.0,0.95
89012345678901,2427.1,2912.52,20.0,0.91
39488166258238,55808.01,66969.61,20.0,0.93
45678901234567,2805.32,3085.85,10.0,0.89
56337006753135,15076.42,18091.7,20.0,0.92
11223344556677,32343.18,32343.18,0.0,0.88
10000000410009,31084.97,37301.96,20.0,0.96
89012345678901,1545.85,1855.02,20.0,0.96
32345678901234,85183.75,102220.5,20.0,0.93
91577741658761,18818.73,18818.73,0.0,0.97
78901234567890,312.05,329.21,5.5,0.97
96131213833698,37055.1,44466.12,20.0,0.9
44306184100047,3388.97,4066.76,20.0,0.94
90123456789012,15072.94,18087.53,20.0,0.96
32768930899350,42227.94,50673.53,20.0,0.93
90123456789012,17554.61,21065.53,20.0,0.93
10000000410009,21686.97,26024.36,20.0,0.91
56789012345678,13546.67,16256.0,20.0,0.94
11223344556677,26971.39,26971.39,0.0,0.91
45678901234567,2988.71,3287.58,10.0,0.97
44306184100047,6516.76,7820.11,20.0,0.93
10000000410009,15678.42,18814.1,20.0,0.93
44306184100047,6367.9,7641.48,20.0,0.99
64828486803016,10922.28,13106.74,20.0,0.9
90123456789012,43590.6,52308.72,20.0,0.94
78901234567890,1652.29,1743.17,5.5,0.99
44306184100047,7798.37,9358.04,20.0,0.96
24081000280604,41482.75,43764.3,5.5,0.91
10000000410009,36310.51,43572.61,20.0,0.98
11223344556677,54909.94,54909.94,0.0,0.92
44306184100047,1718.76,2062.51,20.0,0.93
27934556445969,19560.77,23472.92,20.0,0.91
89012345678901,2308.85,2770.62,20.0,0.96
10000000410009,31150.68,37380.82,20.0,0.91
19796578350025,5178.22,5696.04,10.0,0.87
16096504847283,6354.82,6354.82,0.0,0.87
38437112786563,6512.6,6870.79,5.5,0.97
56789012345678,3309.85,3971.82,20.0,0.92
10000000410009,37181.17,44617.4,20.0,0.93
10000000410009,25886.36,31063.63,20.0,0.9
75087373688591,47060.94,56473.13,20.0,0.94
94541809181968,3973.56,4370.92,10.0,0.88
89012345678901,4841.7,5810.04,20.0,0.95
35452437151339,50101.06,60121.27,20.0,0.98
89012345678901,1357.22,1628.66,20.0,0.87
93857426818334,43891.6,48280.76,10.0,0.97
